decision,decision_note,cde_public_id,version,crdc_name,crdc_domain,vd_type,registration_status,workflow_status,match_status,mc2_module,mc2_attribute,existing_cde_on_attribute,confidence,rationale,cv_consistency,recommended_action
confirm,,14883075,1.00,Lymph Node Involvement Anatomic Site UBERON Identifier,Diagnosis,Enumerated by Reference,Standard,RELEASED,no_fit_found,individual,Individual Lymph Node Involvement Anatomic Site Uberon Identifier,,medium,"MC2 records this anatomic concept as a free-text site name on an existing attribute (see rationale), not an ontology identifier — the CRDC CDE is a companion ID field, not a replacement for the text-term attribute. Relates to the OLS/ontology-annotation effort already underway on this repo. Related text-term attributes: Individual Tumor Lymph Node Stage / Individual Known Metastasis Sites (CDE:2856440) / Individual Last Known Disease Status.","n/a -- not enumerated, or attribute has no Valid Values to check","Add new attribute Individual Lymph Node Involvement Anatomic Site Uberon Identifier, tagged CRDC_CDE:14883075 (confirmed as a new companion attribute, not a CV replacement -- unlike the other UBERON-identifier CDEs in this batch, no decision_note redirected this one onto an existing attribute)."
modified,Map to known metastasis sites; replace controlled vocab for existing attribute,15114457,1.00,Metastasis Anatomic Site UBERON Identifier,Diagnosis,Enumerated by Reference,Standard,RELEASED,no_fit_found,individual,Individual Metastasis Anatomic Site Uberon Identifier,,medium,"MC2 records this anatomic concept as a free-text site name on an existing attribute (see rationale), not an ontology identifier — the CRDC CDE is a companion ID field, not a replacement for the text-term attribute. Relates to the OLS/ontology-annotation effort already underway on this repo. Related text-term attributes: Individual Tumor Lymph Node Stage / Individual Known Metastasis Sites (CDE:2856440) / Individual Last Known Disease Status.","n/a -- not enumerated, or attribute has no Valid Values to check","Per user decision, map onto the existing Individual Known Metastasis Sites attribute (CDE:2856440): replace its free-text CV with UBERON-coded terms and add CRDC_CDE:15114457 -- a breaking CV change, not a new companion attribute. Also see Redundancy Review: Known Metastasis Sites should be consolidated across Individual/Biospecimen before this CV replacement, so it happens once."
modified,do not include,14857681,1.00,Method of Diagnosis,Diagnosis,Enumerated,Standard,RELEASED,no_fit_found,individual,Individual Method of Diagnosis,,low,No field records how the diagnosis was established (histologic/clinical/imaging).,"n/a -- not enumerated, or attribute has no Valid Values to check","Do not include per user decision -- no new attribute, no CRDC_CDE mapping for this CDE."
confirm,replace applicable attribute controlled vocab to match this field,14905532,1.00,Primary Diagnosis,Diagnosis,Enumerated by Reference,Standard,RELEASED,replace_candidate,individual,Individual Primary Diagnosis,14714127,high,"The CRDC-required CDE codes Primary Diagnosis via NCI Thesaurus; the currently-assigned CDE 14714127 (WHO-classification based, per its description) is a different coding scheme for the same concept.","RESOLVED (live data, 2026-09-03): CONFIRMED CORRECT DESIGN -- CDE 14905532 has no permissible values in the live data at all (absent from the 55-CDE set with real PV data), consistent with its Enumerated-by-Reference VD Type. The open/NCI-Thesaurus-reference field design (no fixed Valid Values) is validated, not a gap.","Add CRDC_CDE:14905532 to Individual/Model/Biospecimen Primary Diagnosis. Per user decision, also replace these attributes' Valid Values with NCI Thesaurus-coded terms (the CDE's real PV list) in place of the current WHO/ICD-O-based terms -- this is a breaking CV change; flag CDE:14714127 for follow-up review once the NCIt-coded CV is in place. Do this once, on the shared/consolidated attribute (see Redundancy Review) rather than three times."
confirm,replace applicable attribute controlled vocab to match this field,14905532,1.00,Primary Diagnosis,Diagnosis,Enumerated by Reference,Standard,RELEASED,replace_candidate,model,Model Primary Diagnosis,14714127,high,"The CRDC-required CDE codes Primary Diagnosis via NCI Thesaurus; the currently-assigned CDE 14714127 (WHO-classification based, per its description) is a different coding scheme for the same concept. (see primary row for full rationale)","RESOLVED (live data, 2026-09-03): CONFIRMED CORRECT DESIGN -- CDE 14905532 has no permissible values in the live data at all (absent from the 55-CDE set with real PV data), consistent with its Enumerated-by-Reference VD Type. The open/NCI-Thesaurus-reference field design (no fixed Valid Values) is validated, not a gap.","Add CRDC_CDE:14905532 to Individual/Model/Biospecimen Primary Diagnosis. Per user decision, also replace these attributes' Valid Values with NCI Thesaurus-coded terms (the CDE's real PV list) in place of the current WHO/ICD-O-based terms -- this is a breaking CV change; flag CDE:14714127 for follow-up review once the NCIt-coded CV is in place. Do this once, on the shared/consolidated attribute (see Redundancy Review) rather than three times."
confirm,replace applicable attribute controlled vocab to match this field,14905532,1.00,Primary Diagnosis,Diagnosis,Enumerated by Reference,Standard,RELEASED,replace_candidate,biospecimen,Biospecimen Primary Diagnosis,14714127,high,"The CRDC-required CDE codes Primary Diagnosis via NCI Thesaurus; the currently-assigned CDE 14714127 (WHO-classification based, per its description) is a different coding scheme for the same concept. (see primary row for full rationale)","RESOLVED (live data, 2026-09-03): CONFIRMED CORRECT DESIGN -- CDE 14905532 has no permissible values in the live data at all (absent from the 55-CDE set with real PV data), consistent with its Enumerated-by-Reference VD Type. The open/NCI-Thesaurus-reference field design (no fixed Valid Values) is validated, not a gap.","Add CRDC_CDE:14905532 to Individual/Model/Biospecimen Primary Diagnosis. Per user decision, also replace these attributes' Valid Values with NCI Thesaurus-coded terms (the CDE's real PV list) in place of the current WHO/ICD-O-based terms -- this is a breaking CV change; flag CDE:14714127 for follow-up review once the NCIt-coded CV is in place. Do this once, on the shared/consolidated attribute (see Redundancy Review) rather than three times."
confirm,verify controlled vocab is aligned,14883047,1.00,Primary Disease Anatomic Site UBERON Identifier,Diagnosis,Enumerated by Reference,Standard,RELEASED,exact_id_match,individual,Individual Primary Site,14883047,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"RESOLVED (live data, 2026-09-03): same as Primary Diagnosis -- no permissible values in live data (Enumerated by Reference), open-field design confirmed correct.",Confirmed: add CRDC_CDE:14883047 alongside the existing CDE:14883047 tag so the required-pipeline set is uniformly discoverable by tag.
modified,do not include,15998677,1.00,Prior Malignancy,Diagnosis,Enumerated,Standard,RELEASED,no_fit_found,individual,Individual Prior Malignancy Indicator,,low,No prior-cancer-history indicator exists.,"n/a -- not enumerated, or attribute has no Valid Values to check","Do not include per user decision -- no new attribute, no CRDC_CDE mapping for this CDE."
confirm,,14883061,1.00,Progression or Recurrence Anatomic Site UBERON Identifier,Diagnosis,Enumerated by Reference,Standard,RELEASED,no_fit_found,individual,Individual Progression or Recurrence Anatomic Site Uberon Identifier,,medium,"MC2 records this anatomic concept as a free-text site name on an existing attribute (see rationale), not an ontology identifier — the CRDC CDE is a companion ID field, not a replacement for the text-term attribute. Relates to the OLS/ontology-annotation effort already underway on this repo. Related text-term attributes: Individual Tumor Lymph Node Stage / Individual Known Metastasis Sites (CDE:2856440) / Individual Last Known Disease Status.","n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add companion attribute Individual Progression or Recurrence Anatomic Site Uberon Identifier to individual module.
modified,Map to existing resection bopsy field; replace controlled vocab for existing attribute,14883054,1.00,Resection or Biopsy Anatomic Site UBERON Identifier,Diagnosis,Enumerated by Reference,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Resection or Biopsy Anatomic Site Uberon Identifier,,medium,"MC2 records this anatomic concept as a free-text site name on an existing attribute (see rationale), not an ontology identifier — the CRDC CDE is a companion ID field, not a replacement for the text-term attribute. Relates to the OLS/ontology-annotation effort already underway on this repo. Related text-term attribute: Biospecimen Site of Resection or Biopsy — and per project memory this attribute's existing CDE:0000006 is ALSO already confirmed broken/wrong (resolves to ""Patient Last Contact Date"" in caDSR).","n/a -- not enumerated, or attribute has no Valid Values to check","Priority fix (not just additive tagging): map onto the existing Biospecimen Site of Resection or Biopsy attribute, whose CDE:0000006 is a confirmed-broken placeholder ref (per prior adversarial review) -- replace it outright with CDE:14883054, add CRDC_CDE:14883054, and replace the attribute's free-text CV with UBERON-coded terms."
modified,do not include,7058656,2.00,Tumor Focality,Diagnosis,Enumerated,Qualified,RELEASED,no_fit_found,individual/biospecimen,Individual Tumor Focality,,low,No field records single vs. multifocal tumor presentation.,"n/a -- not enumerated, or attribute has no Valid Values to check","Do not include per user decision -- no new attribute, no CRDC_CDE mapping for this CDE."
confirm,,11325685,2.00,Tumor Grade,Diagnosis,Enumerated,Standard,RELEASED,exact_id_match,biospecimen,Biospecimen Tumor Grade,11325685,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"RESOLVED (live data, 2026-09-03): CONFIRMED FORMAT MISMATCH, not fixed -- real CDE values combine code+description as one string ('G1 Low Grade'), while the model stores the code (G1) and description (Low Grade) as separate list entries. Same underlying grading scale, different serialization. Flagging for a human call rather than rewriting an already-in-use CV unilaterally.",Confirmed: add CRDC_CDE:11325685 alongside the existing CDE:11325685 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,,11325685,2.00,Tumor Grade,Diagnosis,Enumerated,Standard,RELEASED,exact_id_match,individual,Individual Tumor Grade,11325685,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute. (see primary row for full rationale),"RESOLVED (live data, 2026-09-03): CONFIRMED FORMAT MISMATCH, not fixed -- real CDE values combine code+description as one string ('G1 Low Grade'), while the model stores the code (G1) and description (Low Grade) as separate list entries. Same underlying grading scale, different serialization. Flagging for a human call rather than rewriting an already-in-use CV unilaterally.",Confirmed: add CRDC_CDE:11325685 alongside the existing CDE:11325685 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,,15157224,2.00,Year of Diagnosis,Diagnosis,Non-enumerated,Standard,RELEASED,no_fit_found,individual,Individual Year of Diagnosis,,low,No diagnosis-year field exists (only the derived Age at Diagnosis); PHI/de-identification implications should be considered (see Open Questions).,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute only after a human decision on PHI handling.
confirm,replace applicable attribute controlled vocab to match this field,11326261,1.00,ICD-O-3 Morphology Code,"Diagnosis,Specimen",Enumerated,Standard,RELEASED,replace_candidate,biospecimen,Biospecimen Tumor Morphology,0000003,high,"Direct concept match (ICD-O-3 morphology code). Per project memory (adversarial CDE review, 2026-07-20), the currently-assigned CDE:0000003 is already a confirmed-broken placeholder (resolves to ""Lymph Node Examined Count"" in caDSR, unrelated to morphology).","RESOLVED (live data, 2026-09-03): INCONCLUSIVE -- the live fetch for this CDE returned only 1 permissible value, almost certainly an API pagination/truncation artifact for a ~1000+ term ICD-O-3 code list rather than a real single-value definition. Not meaningful comparison data; model's existing ~1150-code CV left untouched.","Priority fix (not just additive tagging): CDE:0000003 on Biospecimen Tumor Morphology is a confirmed-broken placeholder ref (resolves to an unrelated caDSR record, per prior adversarial review) -- replace it outright with CDE:11326261 and add CRDC_CDE:11326261; also replace this attribute's Valid Values with the CDE's real ICD-O-3 permissible-value list per user decision."
confirm,,14824731,2.00,Data Category,File,Enumerated,Qualified,RELEASED,no_fit_found,file,File Data Category,,low,No equivalent field exists in the file module today.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute File Data Category to file module.
confirm,,11475057,2.00,Data File Checksum Type,File,Enumerated,Qualified,RELEASED,no_fit_found,file,File Data Checksum Type,,low,No equivalent field exists in the file module today.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute File Data Checksum Type to file module.
confirm,,11480133,2.00,Data File Checksum Value,File,Non-enumerated,Qualified,RELEASED,no_fit_found,file,File Data Checksum Value,,low,No equivalent field exists in the file module today.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute File Data Checksum Value to file module.
confirm,,11387114,2.00,Data File Compression Status,File,Enumerated,Qualified,RELEASED,no_fit_found,file,File Data Compression Status,,low,No equivalent field exists in the file module today.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute File Data Compression Status to file module.
confirm,,11280338,2.00,Data File Description,File,Non-enumerated,Qualified,RELEASED,exact_id_match,file,File Description,11280338,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add CRDC_CDE:11280338 alongside the existing CDE:11280338 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,do not include,11416926,2.00,Data File Format,File,Enumerated,Qualified,RELEASED,exact_id_match,dataset,Dataset File Formats,11416926,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"partial overlap: 30/81 matched (ratio 0.37) -- MC2 likely curates a subset of the CDE's full PV list, not necessarily a problem",Do not add CRDC_CDE tag here per user decision -- File Format (file module) is the canonical target; avoid double-tagging the same CDE on Dataset File Formats.
confirm,,11416926,2.00,Data File Format,File,Enumerated,Qualified,RELEASED,exact_id_match,file,File Format,11416926,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute. (see primary row for full rationale),"partial overlap: 30/81 matched (ratio 0.37) -- MC2 likely curates a subset of the CDE's full PV list, not necessarily a problem",Confirmed: add CRDC_CDE:11416926 to File Format (already carries CDE:11416926).
confirm,,11284037,3.00,Data File Name,File,Non-enumerated,Qualified,RELEASED,exact_id_match,shared,Filename,11284037,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add CRDC_CDE:11284037 alongside the existing CDE:11284037 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,,11479876,2.00,Data File Size,File,Non-enumerated,Qualified,RELEASED,no_fit_found,file,File Data Size,,medium,No equivalent field exists in the file module today. File size is a fairly fundamental data-catalog attribute; flagged as a notable gap.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute File Data Size to file module.
confirm,,12137353,2.00,DICOM Modality Type,Imaging,Enumerated,Standard,RELEASED,no_fit_found,imagingLevel1,Image DICOM Modality Type,,medium,"Image Assay Type (mapped to CDE 7789196) captures the imaging technique MC2 already models, which is a different vocabulary/purpose than the DICOM Modality code (CT/MR/US/PT, etc.); treated as a new companion field rather than a replacement.","n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute Image DICOM Modality Type to imagingLevel1.
modified,,12373576,3.00,Experimental Strategy,Molecular,Enumerated,Standard,RELEASED,new_semantic_match,file,File Assay,,medium,"CRDC example values (WXS, RNA-Seq, Pathological, Radiological, scRNA-seq) span both sequencing and imaging/pathology, matching the cross-modality ""Assay"" field better than the sequencing-only NGS Library Strategy (already mapped to a different CDE, 6273393).","RESOLVED (live data, 2026-09-03): GRANULARITY MISMATCH, not a contradiction -- real CDE 12373576 ('Experimental Strategy') has only 9 broad category values (DNA Sequencing, Pathology, Radiology, etc.); the model's Assay CV (391 values, now consolidated as shared 'Assay') is a much more granular list of specific techniques. The 2 categories that do overlap (DNA/RNA Sequencing) match; the CDE's broader categorization doesn't invalidate the model's finer-grained list.",Modified per user decision: map Experimental Strategy (CDE 12373576) onto File Assay instead of Dataset Assay -- add CRDC_CDE:12373576 to File Assay.
confirm,,12461467,1.00,HGNC Gene Identifier,Molecular,Enumerated by Reference,Standard,RELEASED,no_fit_found,(out of scope),(none recommended),,n/a,"MC2 models sample/subject/file-level metadata, not gene-level records; no attribute or module currently operates at gene granularity.","n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: no attribute recommended; flag as out of current model scope in Open Questions rather than force a placement.
confirm,,6273393,2.00,Sequencing Library Strategy,Molecular,Enumerated,Qualified,RELEASED,exact_id_match,sequencingLevel1,NGS Library Strategy,6273393,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"RESOLVED (live data, 2026-09-03): CONFIRMED CONSISTENT -- 37/39 model values match the real 41-value list, minor gaps only.",Confirmed: add CRDC_CDE:6273393 alongside the existing CDE:6273393 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,,15745091,1.00,Aliquot Mass,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Aliquot Mass,,low,Biospecimen is modeled as one specimen record; no aliquot-level sub-structure exists today.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute Biospecimen Aliquot Mass to biospecimen module; also raises the open design question of whether aliquots need their own sub-entity (see Open Questions).
confirm,,15745088,1.00,Aliquot Volume,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Aliquot Volume,,low,Biospecimen is modeled as one specimen record; no aliquot-level sub-structure exists today.,"n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute Biospecimen Aliquot Volume to biospecimen module; also raises the open design question of whether aliquots need their own sub-entity (see Open Questions).
confirm,,15063661,1.00,Analyte Type,Specimen,Enumerated,Qualified,RELEASED,no_fit_found,biospecimen,Biospecimen Analyte Type,,low,"Biospecimen Type Category (mapped) includes ""Analyte"" as one category value, not the specific analyte kind (DNA/RNA/Protein/etc.) this CDE describes.","n/a -- not enumerated, or attribute has no Valid Values to check","Confirmed: add new attribute Biospecimen Analyte Type, applicable when Type Category = Analyte."
confirm,,11248865,1.00,Days from Diagnosis to Specimen Collection,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Days from Diagnosis to Specimen Collection,,medium,"MC2 already models specimen-collection timing generically via Biospecimen Timepoint Offset (a day count) + Biospecimen Timepoint Type (a label for which event), rather than one dedicated field per reference event as CRDC does. The generic pattern does not satisfy a direct, taggable CDE match for this specific reference event.","n/a -- not enumerated, or attribute has no Valid Values to check","Confirmed: decide (Open Questions) whether to keep the generic Timepoint Offset/Type pattern or add explicit fields like Biospecimen Days from Diagnosis to Specimen Collection for direct CRDC-required tagging; if the latter, add all 6 together."
confirm,,11248874,2.00,Days from First Subject Visit to Specimen Collection,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Days from First Subject Visit to Specimen Collection,,medium,"MC2 already models specimen-collection timing generically via Biospecimen Timepoint Offset (a day count) + Biospecimen Timepoint Type (a label for which event), rather than one dedicated field per reference event as CRDC does. The generic pattern does not satisfy a direct, taggable CDE match for this specific reference event.","n/a -- not enumerated, or attribute has no Valid Values to check","Confirmed: decide (Open Questions) whether to keep the generic Timepoint Offset/Type pattern or add explicit fields like Biospecimen Days from First Subject Visit to Specimen Collection for direct CRDC-required tagging; if the latter, add all 6 together."
confirm,,11250807,2.00,Days from First Treatment to Specimen Collection,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Days from First Treatment to Specimen Collection,,medium,"MC2 already models specimen-collection timing generically via Biospecimen Timepoint Offset (a day count) + Biospecimen Timepoint Type (a label for which event), rather than one dedicated field per reference event as CRDC does. The generic pattern does not satisfy a direct, taggable CDE match for this specific reference event.","n/a -- not enumerated, or attribute has no Valid Values to check","Confirmed: decide (Open Questions) whether to keep the generic Timepoint Offset/Type pattern or add explicit fields like Biospecimen Days from First Treatment to Specimen Collection for direct CRDC-required tagging; if the latter, add all 6 together."
confirm,,11251130,2.00,Days from Initial Genomic Sequencing to Specimen Collection,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Days from Initial Genomic Sequencing to Specimen Collection,,medium,"MC2 already models specimen-collection timing generically via Biospecimen Timepoint Offset (a day count) + Biospecimen Timepoint Type (a label for which event), rather than one dedicated field per reference event as CRDC does. The generic pattern does not satisfy a direct, taggable CDE match for this specific reference event.","n/a -- not enumerated, or attribute has no Valid Values to check","Confirmed: decide (Open Questions) whether to keep the generic Timepoint Offset/Type pattern or add explicit fields like Biospecimen Days from Initial Genomic Sequencing to Specimen Collection for direct CRDC-required tagging; if the latter, add all 6 together."
confirm,,11251133,2.00,Days from Recurrence to Specimen Collection,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Days from Recurrence to Specimen Collection,,medium,"MC2 already models specimen-collection timing generically via Biospecimen Timepoint Offset (a day count) + Biospecimen Timepoint Type (a label for which event), rather than one dedicated field per reference event as CRDC does. The generic pattern does not satisfy a direct, taggable CDE match for this specific reference event.","n/a -- not enumerated, or attribute has no Valid Values to check","Confirmed: decide (Open Questions) whether to keep the generic Timepoint Offset/Type pattern or add explicit fields like Biospecimen Days from Recurrence to Specimen Collection for direct CRDC-required tagging; if the latter, add all 6 together."
confirm,,11253404,2.00,Days from Specimen Collection to Initial Pathologic Diagnosis,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Days from Specimen Collection to Initial Pathologic Diagnosis,,medium,"MC2 already models specimen-collection timing generically via Biospecimen Timepoint Offset (a day count) + Biospecimen Timepoint Type (a label for which event), rather than one dedicated field per reference event as CRDC does. The generic pattern does not satisfy a direct, taggable CDE match for this specific reference event.","n/a -- not enumerated, or attribute has no Valid Values to check","Confirmed: decide (Open Questions) whether to keep the generic Timepoint Offset/Type pattern or add explicit fields like Biospecimen Days from Specimen Collection to Initial Pathologic Diagnosis for direct CRDC-required tagging; if the latter, add all 6 together."
modified,replace applicable attribute controlled vocab to match this field,12083894,1.00,Specimen Anatomic Site UBERON Identifier,Specimen,Enumerated by Reference,Standard,RELEASED,replace_candidate,biospecimen,Biospecimen Site of Resection or Biopsy,"0000006 (confirmed broken, being replaced by CDE:14883054 per Priority Fixes)",high,"Corrected on review: this CDE's real CRDC definition is 'the location within the body from which a specimen was originally obtained' (Specimen domain) -- i.e. the physical collection site, not the disease site. That is exactly what 'Biospecimen Site of Resection or Biopsy' already models ('the anatomic site of the resection or biopsy'), which is also the Priority-Fix target for the closely related CDE 14883054 ('Resection or Biopsy Anatomic Site UBERON Identifier'). The earlier apparent convergence with CDE 14883072 (Body Part Examined, a Diagnosis-domain/disease-site concept matching Biospecimen Anatomic Site / Site of Origin instead) was a mis-assignment, not a genuine same-field clash.","n/a -- not enumerated, or attribute has no Valid Values to check","Resolved: add CRDC_CDE:12083894 to Biospecimen Site of Resection or Biopsy alongside CRDC_CDE:14883054 (both CRDC CDEs describe the same physical specimen-collection-site concept at different domain granularity) -- do not add to Biospecimen Anatomic Site, and no field split is needed. Apply the UBERON-coded CV replacement once, as part of the same Priority-Fix commit."
modified,do not include,8028966,2.00,Specimen Laterality,Specimen,Enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Laterality,,low,"No specimen-laterality field exists (distinct from Disease Laterality, CDE 15157293, also unmapped).","n/a -- not enumerated, or attribute has no Valid Values to check","Do not include per user decision -- no new attribute, no CRDC_CDE mapping for this CDE."
modified,do not include,5432602,2.00,Specimen Longest Dimension,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Longest Dimension,,low,No specimen-dimension/size field exists in the biospecimen module.,"n/a -- not enumerated, or attribute has no Valid Values to check","Do not include per user decision -- no new attribute, no CRDC_CDE mapping for this CDE."
modified,align attributes as much as possible to support mapping,12445832,1.00,Specimen Material Category,Specimen,Enumerated,Standard,RELEASED,no_fit_found,biospecimen,"Biospecimen Type Category (investigated, not tagged)",,high,"Resolved with live data (2026-09-03): confirmed NOT the same concept as CDE 11253427 despite similar naming -- 12445832's real 19 permissible values (Blood, Ascites, Tissue, etc., plain English category names) are structurally incompatible with the OBIB-identifier-reference design Biospecimen Type Category already uses for CDE 11253427 (Pattern ^OBIB:\d+$). A curator entering 'Blood' would not match that pattern -- these are two different value representations, not a crosswalk-able 1:1 mapping.","RESOLVED (live data, 2026-09-03): CONFIRMED NOT A MATCH -- see rationale. NOT tagging CRDC_CDE:12445832 on Biospecimen Type Category.","Resolved: do NOT tag CRDC_CDE:12445832 on Biospecimen Type Category -- confirmed value-format incompatibility with the existing OBIB-reference design (for CDE 11253427). If this CDE needs a home, it requires either a new standalone attribute (plain-Enumerated, 19-value CV) or reverting Biospecimen Type Category's OBIB conversion -- flagged as a design decision for a human, not resolved here."
confirm,,16323957,1.00,Specimen Preservation Medium,Specimen,Enumerated,Standard,RELEASED,new_semantic_match,biospecimen,Biospecimen Fixative,0065078,low,Preservation Medium and Fixative may be the same concept (chemical used to preserve the specimen) or may be genuinely distinct (fixatives vs. cryopreservation/storage media) — needs a domain-expert call.,"cdeMatch API did not surface this CDE in its top-15 candidates for this attribute -- inconclusive, not a confirmed inconsistency (spot-checked against Biospecimen Sex/CDE 7572817, an independently-confirmed-correct mapping, which also does not surface -- the API ranks candidates by name-similarity to the attribute name first, and 'Sex at Birth' vs 'Biospecimen Sex' apparently scores below unrelated specimen-category CDEs). A real PV diff would need the CDE's actual permissible-value list from caDSR directly, which is unavailable: the GetJSON lookup endpoint used by cde_match.py fetch-cde currently returns 401 Access Denied.","Confirmed: do not tag automatically; resolve the Fixative-vs-Preservation-Medium distinction first (see Open Questions), then add CRDC_CDE:16323957 to whichever attribute(s) apply."
confirm,,8028962,3.00,Specimen Preservation Method,Specimen,Enumerated,Standard,RELEASED,exact_id_match,biospecimen,Biospecimen Preservation Method,8028962,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,"RESOLVED (live data, 2026-09-03): PARTIAL match, not changed -- 9/14 real values present; the model's additional values are legitimate finer-grained variants of the CDE's broader terms (e.g. model's 'Cryopreservation in Liquid Nitrogen - Live Cells' vs. real's plain 'Liquid Nitrogen'), not fabricated or wrong. Left as-is to avoid losing granularity.",Confirmed: add CRDC_CDE:8028962 alongside the existing CDE:8028962 tag so the required-pipeline set is uniformly discoverable by tag.
confirm,,16306751,1.00,Specimen Preservation Temperature,Specimen,Enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Preservation Temperature,,low,"No storage/preservation-temperature field exists; pairs with Preservation Method (mapped) and Preservation Medium (16323957, open question).","n/a -- not enumerated, or attribute has no Valid Values to check",Confirmed: add new attribute Biospecimen Preservation Temperature.
confirm,replace applicable attribute controlled vocab to match this field,15115495,1.00,Specimen Procurement Method,Specimen,Enumerated,Standard,RELEASED,replace_candidate,biospecimen,Biospecimen Acquisition Method,6626651,medium,"""Specimen Procurement Method"" and ""Biospecimen Acquisition Method"" (existing CDE 6626651) describe the same concept (how the specimen was obtained); the target CDE is the CRDC-required id.","RESOLVED (live data, 2026-09-03): PARTIAL match, not changed -- 6/10 real values present; same finer-grained-variant pattern as Preservation Method (e.g. model's 'Core Needle Biopsy'/'Fine Needle Aspirate' vs. real's plain 'Needle Biopsy'/'Aspiration'). Left as-is.","Add CRDC_CDE:15115495 to Biospecimen Acquisition Method. Per user decision, also replace this attribute's Valid Values with the CDE's real permissible-value list; flag CDE:6626651 for follow-up review."
modified,do not include,5432603,2.00,Specimen Shortest Dimension,Specimen,Non-enumerated,Standard,RELEASED,no_fit_found,biospecimen,Biospecimen Shortest Dimension,,low,No specimen-dimension/size field exists in the biospecimen module.,"n/a -- not enumerated, or attribute has no Valid Values to check","Do not include per user decision -- no new attribute, no CRDC_CDE mapping for this CDE."
confirm,,14688604,2.00,Specimen Tumor or Normal Category,Specimen,Enumerated,Standard,RELEASED,exact_id_match,biospecimen,Biospecimen Tumor Status,14688604,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute.,consistent: 5/5 of the attribute's CV values matched this CDE's real PV set (ratio 1.0),Confirmed: add CRDC_CDE:14688604 to Biospecimen Tumor Status (already carries CDE:14688604).
confirm,do not use,14688604,2.00,Specimen Tumor or Normal Category,Specimen,Enumerated,Standard,RELEASED,exact_id_match,biospecimen,Biospecimen Description,14688604,high,CDE public ID already present as CDE:<id> in the Properties column for this attribute. (see primary row for full rationale),"n/a -- not enumerated, or attribute has no Valid Values to check","Do not tag Biospecimen Description per user decision -- Biospecimen Tumor Status is the canonical target for CDE 14688604; Description's CDE:14688604 annotation looks like a copy-paste leftover, not a real fit (a free-text description field shouldn't carry an enumerated Tumor-or-Normal-Category CDE) -- flag for a separate cleanup outside this pass."
